,Dialogue ID,Chapter ID,Place ID,Character ID,Dialogue,Character Name,Species,Gender,House,Patronus,Wand (Wood),Wand (Core),Chapter Name,Movie ID,Movie Chapter,Tokens_Gensim,Tokens,pos_tags,chunks,all_entities_spacy_dial,wordcount,spell_count,SentimentScore,CompScore,PosScore,NegScore,NeuScore,PosFlag,NegFlag,NeuFlag,chara
42,43,2,8,161,Thanks.,student,,,,,,,The Vanishing Glass,1,2,['thanks'],['thanks'],"[('thanks', 'NNS')]",(S thanks/NNS),[],1,[],"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4404}",0.4404,1.0,0.0,0.0,1,0,0,[]
43,44,2,8,1,Anytime.,harry potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,The Vanishing Glass,1,2,['anytime'],['anytime'],"[('anytime', 'NN')]",(S anytime/NN),[],1,[],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,0,0,1,[]
44,45,2,8,139,SNAKE!,man,,,,,,,The Vanishing Glass,1,2,['snake'],['snake'],"[('snake', 'NN')]",(S snake/NN),[],1,[],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,0,0,1,['snake']
45,46,2,8,31,"Mum, mummy!",dudley dursley,Human,Male,,,,,The Vanishing Glass,1,2,"['mum', 'mummy']","['mum', 'mummy']","[('mum', 'JJ'), ('mummy', 'NN')]",(S mum/JJ mummy/NN),"[('mummy', 'PERSON')]",2,[],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,0,0,1,[]
46,47,2,8,32,AHH!,petunia dursley,Human,Female,,,,,The Vanishing Glass,1,2,['ahh'],['ahh'],"[('ahh', 'NN')]",(S ahh/NN),[],1,[],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,0,0,1,[]
47,48,2,8,31,"Mum, help! Help me!",dudley dursley,Human,Male,,,,,The Vanishing Glass,1,2,"['mum', 'help', 'help', 'me']","['mum', 'help', 'help']","[('mum', 'NN'), ('help', 'NN'), ('help', 'VB')]",(S mum/NN help/NN help/VB),[],3,[],"{'neg': 0.0, 'neu': 0.251, 'pos': 0.749, 'compound': 0.717}",0.717,0.749,0.0,0.251,1,0,0,[]
48,49,2,8,32,"My darling boy! How did you get in there?! How did you get in there? Dursley, oh, Dursley!",petunia dursley,Human,Female,,,,,The Vanishing Glass,1,2,"['my', 'darling', 'boy', 'how', 'did', 'you', 'get', 'in', 'there', 'how', 'did', 'you', 'get', 'in', 'there', 'dursley', 'oh', 'dursley']","['darling', 'boy', 'get', 'get', 'dursley', 'oh', 'dursley']","[('darling', 'VBG'), ('boy', 'NN'), ('get', 'VB'), ('get', 'VB'), ('dursley', 'JJ'), ('oh', 'NNS'), ('dursley', 'NN')]",(S darling/VBG boy/NN get/VB get/VB dursley/JJ oh/NNS dursley/NN),"[('Dursley', 'PERSON'), ('Dursley', 'GPE')]",7,[],"{'neg': 0.0, 'neu': 0.771, 'pos': 0.229, 'compound': 0.7215}",0.7215,0.229,0.0,0.771,1,0,0,"['vernon dursley', 'dudley dursley', 'petunia dursley', 'marge dursley', 'boy', 'boy 2']"
49,50,3,8,32,It's all right. It's all right.,petunia dursley,Human,Female,,,,,Letters from No One,1,3,"['it', 'all', 'right', 'it', 'all', 'right']","['right', 'right']","[('right', 'RB'), ('right', 'NN')]",(S right/RB right/NN),[],2,[],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,0,0,1,[]
50,51,3,8,1,Ow!,harry potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,Letters from No One,1,3,['ow'],['ow'],"[('ow', 'NN')]",(S ow/NN),[],1,[],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,0,0,1,[]
51,52,3,8,21,What happened?!,vernon dursley,Human,Male,,,,,Letters from No One,1,3,"['what', 'happened']",['happened'],"[('happened', 'VBD')]",(S happened/VBD),[],1,[],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,0,0,1,[]
52,53,3,8,1,"I swear I don't know!  One minute, the glass was there and then it was gone! It was like magic!",harry potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,Letters from No One,1,3,"['swear', 'don', 'know', 'one', 'minute', 'the', 'glass', 'was', 'there', 'and', 'then', 'it', 'was', 'gone', 'it', 'was', 'like', 'magic']","['swear', 'know', 'one', 'minute', 'glass', 'gone', 'like', 'magic']","[('swear', 'RB'), ('know', 'VBP'), ('one', 'CD'), ('minute', 'NN'), ('glass', 'NN'), ('gone', 'VBN'), ('like', 'IN'), ('magic', 'NN')]","(S
  swear/RB
  know/VBP
  one/CD
  minute/NN
  glass/NN
  gone/VBN
  like/IN
  magic/NN)","[('One minute', 'TIME')]",8,[],"{'neg': 0.058, 'neu': 0.778, 'pos': 0.164, 'compound': 0.4898}",0.4898,0.164,0.058,0.778,1,0,0,[]
53,54,3,8,21,There's no such thing as magic!,vernon dursley,Human,Male,,,,,Letters from No One,1,3,"['there', 'no', 'such', 'thing', 'as', 'magic']","['thing', 'magic']","[('thing', 'NN'), ('magic', 'NN')]",(S thing/NN magic/NN),[],2,[],"{'neg': 0.333, 'neu': 0.667, 'pos': 0.0, 'compound': -0.3595}",-0.3595,0.0,0.333,0.667,0,1,0,[]
54,55,3,8,32,"Awww, smile.  Vernon, just look at him. I can't believe it. In just a week you'll be off to Smeltings.",petunia dursley,Human,Female,,,,,Letters from No One,1,3,"['awww', 'smile', 'vernon', 'just', 'look', 'at', 'him', 'can', 'believe', 'it', 'in', 'just', 'week', 'you', 'll', 'be', 'off', 'to', 'smeltings']","['awww', 'smile', 'vernon', 'look', 'believe', 'week', 'smeltings']","[('awww', 'RB'), ('smile', 'JJ'), ('vernon', 'NNS'), ('look', 'VBP'), ('believe', 'VBP'), ('week', 'NN'), ('smeltings', 'NNS')]","(S
  awww/RB
  smile/JJ
  vernon/NNS
  look/VBP
  believe/VBP
  week/NN
  smeltings/NNS)","[('Awww', 'ORG'), ('Vernon', 'ORG'), ('just a week', 'DATE'), ('Smeltings', 'PERSON')]",7,[],"{'neg': 0.0, 'neu': 0.872, 'pos': 0.128, 'compound': 0.3612}",0.3612,0.128,0.0,0.872,1,0,0,['vernon dursley']
55,56,3,8,21,Caveat Smeltona. Proudest moment of my life.,vernon dursley,Human,Male,,,,,Letters from No One,1,3,"['caveat', 'smeltona', 'proudest', 'moment', 'of', 'my', 'life']","['caveat', 'smeltona', 'proudest', 'moment', 'life']","[('caveat', 'NN'), ('smeltona', 'NN'), ('proudest', 'NN'), ('moment', 'NN'), ('life', 'NN')]",(S caveat/NN smeltona/NN proudest/NN moment/NN life/NN),"[('Caveat Smeltona', 'PERSON')]",5,[],"{'neg': 0.0, 'neu': 0.625, 'pos': 0.375, 'compound': 0.5574}",0.5574,0.375,0.0,0.625,1,0,0,[]
56,57,3,8,1,"Will I have to wear that, too?",harry potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,Letters from No One,1,3,"['will', 'have', 'to', 'wear', 'that', 'too']",['wear'],"[('wear', 'NN')]",(S wear/NN),[],1,[],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,0,0,1,[]
57,58,3,8,32,"What, you? Go to Smeltings?",petunia dursley,Human,Female,,,,,Letters from No One,1,3,"['what', 'you', 'go', 'to', 'smeltings']","['go', 'smeltings']","[('go', 'VB'), ('smeltings', 'NNS')]",(S go/VB smeltings/NNS),"[('Smeltings', 'PERSON')]",2,[],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,0,0,1,[]
58,59,3,8,21,Ha!,vernon dursley,Human,Male,,,,,Letters from No One,1,3,['ha'],['ha'],"[('ha', 'NN')]",(S ha/NN),[],1,[],"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4003}",0.4003,1.0,0.0,0.0,1,0,0,[]
59,60,3,8,32,"Oh, don't be so stupid, you're going to the state school where you belong.  And this is what you're gonna be wearing when I've finished dyeing it.",petunia dursley,Human,Female,,,,,Letters from No One,1,3,"['oh', 'don', 'be', 'so', 'stupid', 'you', 're', 'going', 'to', 'the', 'state', 'school', 'where', 'you', 'belong', 'and', 'this', 'is', 'what', 'you', 're', 'gonna', 'be', 'wearing', 'when', 've', 'finished', 'dyeing', 'it']","['oh', 'stupid', 'going', 'state', 'school', 'belong', 'gon', 'na', 'wearing', 'finished', 'dyeing']","[('oh', 'UH'), ('stupid', 'JJ'), ('going', 'VBG'), ('state', 'NN'), ('school', 'NN'), ('belong', 'NN'), ('gon', 'NN'), ('na', 'TO'), ('wearing', 'VBG'), ('finished', 'VBN'), ('dyeing', 'NN')]","(S
  oh/UH
  stupid/JJ
  going/VBG
  state/NN
  school/NN
  belong/NN
  gon/NN
  na/TO
  wearing/VBG
  finished/VBN
  dyeing/NN)",[],11,[],"{'neg': 0.144, 'neu': 0.856, 'pos': 0.0, 'compound': -0.656}",-0.656,0.0,0.144,0.856,0,1,0,[]
60,61,3,8,1,But that's Dudley's old uniform. It'll fit me like bits of old Elephant skin.,harry potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,Letters from No One,1,3,"['but', 'that', 'dudley', 'old', 'uniform', 'it', 'll', 'fit', 'me', 'like', 'bits', 'of', 'old', 'elephant', 'skin']","['dudley', 'old', 'uniform', 'fit', 'like', 'bits', 'old', 'elephant', 'skin']","[('dudley', 'NN'), ('old', 'JJ'), ('uniform', 'JJ'), ('fit', 'NN'), ('like', 'IN'), ('bits', 'NNS'), ('old', 'JJ'), ('elephant', 'JJ'), ('skin', 'NN')]","(S
  dudley/NN
  old/JJ
  uniform/JJ
  fit/NN
  like/IN
  bits/NNS
  old/JJ
  elephant/JJ
  skin/NN)","[('Dudley', 'PERSON')]",9,[],"{'neg': 0.0, 'neu': 0.649, 'pos': 0.351, 'compound': 0.7579}",0.7579,0.351,0.0,0.649,1,0,0,"['dudley dursley', 'old man']"
61,62,3,8,32,It'll fit you well enough. Go get the post.  Go!,petunia dursley,Human,Female,,,,,Letters from No One,1,3,"['it', 'll', 'fit', 'you', 'well', 'enough', 'go', 'get', 'the', 'post', 'go']","['fit', 'well', 'enough', 'go', 'get', 'post', 'go']","[('fit', 'RB'), ('well', 'RB'), ('enough', 'RB'), ('go', 'VBP'), ('get', 'VB'), ('post', 'NN'), ('go', 'VB')]",(S fit/RB well/RB enough/RB go/VBP get/VB post/NN go/VB),[],7,[],"{'neg': 0.0, 'neu': 0.621, 'pos': 0.379, 'compound': 0.5983}",0.5983,0.379,0.0,0.621,1,0,0,[]
62,63,3,8,21,"Oh, Marge is ill! Ate a funny whelk.",vernon dursley,Human,Male,,,,,Letters from No One,1,3,"['oh', 'marge', 'is', 'ill', 'ate', 'funny', 'whelk']","['oh', 'marge', 'ill', 'ate', 'funny', 'whelk']","[('oh', 'UH'), ('marge', 'NN'), ('ill', 'JJ'), ('ate', 'VB'), ('funny', 'JJ'), ('whelk', 'NN')]",(S oh/UH marge/NN ill/JJ ate/VB funny/JJ whelk/NN),"[('Marge', 'PERSON')]",6,[],"{'neg': 0.255, 'neu': 0.455, 'pos': 0.29, 'compound': 0.1007}",0.1007,0.29,0.255,0.455,1,0,0,['marge dursley']
63,64,3,8,31,Dad! Look! Harry's got a letter!,dudley dursley,Human,Male,,,,,Letters from No One,1,3,"['dad', 'look', 'harry', 'got', 'letter']","['dad', 'look', 'harry', 'got', 'letter']","[('dad', 'JJ'), ('look', 'NN'), ('harry', 'NN'), ('got', 'VBD'), ('letter', 'NN')]",(S dad/JJ look/NN harry/NN got/VBD letter/NN),"[('Harry', 'PERSON')]",5,[],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,0,0,1,['harry potter']
64,65,3,8,1,"Hey, give it back! It's mine!",harry potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,Letters from No One,1,3,"['hey', 'give', 'it', 'back', 'it', 'mine']","['hey', 'give', 'back', 'mine']","[('hey', 'NN'), ('give', 'VBP'), ('back', 'RB'), ('mine', 'NN')]",(S hey/NN give/VBP back/RB mine/NN),[],4,[],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,0,0,1,[]
65,66,3,8,21,Yours? Who'd be writing to you?,vernon dursley,Human,Male,,,,,Letters from No One,1,3,"['yours', 'who', 'be', 'writing', 'to', 'you']",['writing'],"[('writing', 'VBG')]",(S writing/VBG),[],1,[],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,0,0,1,[]
66,67,3,8,21,No more mail through this letterbox.,vernon dursley,Human,Male,,,,,Letters from No One,1,3,"['no', 'more', 'mail', 'through', 'this', 'letterbox']","['mail', 'letterbox']","[('mail', 'NN'), ('letterbox', 'NN')]",(S mail/NN letterbox/NN),[],2,[],"{'neg': 0.306, 'neu': 0.694, 'pos': 0.0, 'compound': -0.296}",-0.296,0.0,0.306,0.694,0,1,0,[]
67,68,3,8,32,"Have a lovely day at the office, dear.",petunia dursley,Human,Female,,,,,Letters from No One,1,3,"['have', 'lovely', 'day', 'at', 'the', 'office', 'dear']","['lovely', 'day', 'office', 'dear']","[('lovely', 'RB'), ('day', 'NN'), ('office', 'NN'), ('dear', 'NN')]",(S lovely/RB day/NN office/NN dear/NN),[],4,[],"{'neg': 0.0, 'neu': 0.439, 'pos': 0.561, 'compound': 0.7506}",0.7506,0.561,0.0,0.439,1,0,0,[]
68,69,3,8,21,Shoo! Go on!,vernon dursley,Human,Male,,,,,Letters from No One,1,3,"['shoo', 'go', 'on']","['shoo', 'go']","[('shoo', 'NN'), ('go', 'VB')]",(S shoo/NN go/VB),[],2,[],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,0,0,1,[]
69,70,3,8,21,"Fine day Sunday. In my opinion, best day of the week. Why is that, Dudley?",vernon dursley,Human,Male,,,,,Letters from No One,1,3,"['fine', 'day', 'sunday', 'in', 'my', 'opinion', 'best', 'day', 'of', 'the', 'week', 'why', 'is', 'that', 'dudley']","['fine', 'day', 'sunday', 'opinion', 'best', 'day', 'week', 'dudley']","[('fine', 'JJ'), ('day', 'NN'), ('sunday', 'JJ'), ('opinion', 'NN'), ('best', 'JJS'), ('day', 'NN'), ('week', 'NN'), ('dudley', 'NN')]","(S
  fine/JJ
  day/NN
  sunday/JJ
  opinion/NN
  best/JJS
  day/NN
  week/NN
  dudley/NN)","[('Sunday', 'DATE'), ('best day of the week', 'DATE'), ('Dudley', 'PERSON')]",8,[],"{'neg': 0.0, 'neu': 0.684, 'pos': 0.316, 'compound': 0.7184}",0.7184,0.316,0.0,0.684,1,0,0,['dudley dursley']
70,71,3,8,1,Because there's no post on Sunday?,harry potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,Letters from No One,1,3,"['because', 'there', 'no', 'post', 'on', 'sunday']","['post', 'sunday']","[('post', 'NN'), ('sunday', 'NN')]",(S post/NN sunday/NN),"[('Sunday', 'DATE')]",2,[],"{'neg': 0.306, 'neu': 0.694, 'pos': 0.0, 'compound': -0.296}",-0.296,0.0,0.306,0.694,0,1,0,[]
71,72,3,8,21,"Ah, right you are, Harry. No post on Sunday. Ha! No blasted letters today. No, sir. Not one single bloody letter, not one.  No, sir, not one blasted, miserable-",vernon dursley,Human,Male,,,,,Letters from No One,1,3,"['ah', 'right', 'you', 'are', 'harry', 'no', 'post', 'on', 'sunday', 'ha', 'no', 'blasted', 'letters', 'today', 'no', 'sir', 'not', 'one', 'single', 'bloody', 'letter', 'not', 'one', 'no', 'sir', 'not', 'one', 'blasted', 'miserable']","['ah', 'right', 'harry', 'post', 'sunday', 'ha', 'blasted', 'letters', 'today', 'sir', 'one', 'single', 'bloody', 'letter', 'one', 'sir', 'one', 'blasted', 'miserable']","[('ah', 'RB'), ('right', 'JJ'), ('harry', 'NN'), ('post', 'NN'), ('sunday', 'NN'), ('ha', 'NN'), ('blasted', 'VBD'), ('letters', 'NNS'), ('today', 'NN'), ('sir', 'VBP'), ('one', 'CD'), ('single', 'JJ'), ('bloody', 'NN'), ('letter', 'NN'), ('one', 'CD'), ('sir', 'NN'), ('one', 'CD'), ('blasted', 'VBD'), ('miserable', 'JJ')]","(S
  ah/RB
  right/JJ
  harry/NN
  post/NN
  sunday/NN
  ha/NN
  blasted/VBD
  letters/NNS
  today/NN
  sir/VBP
  one/CD
  single/JJ
  bloody/NN
  letter/NN
  one/CD
  sir/NN
  one/CD
  blasted/VBD
  miserable/JJ)","[('Harry', 'PERSON'), ('Sunday', 'DATE'), ('today', 'DATE'), ('one', 'CARDINAL')]",19,[],"{'neg': 0.236, 'neu': 0.571, 'pos': 0.193, 'compound': -0.1675}",-0.1675,0.193,0.236,0.571,0,1,0,"['harry potter', 'bloody baron']"
72,73,3,8,31,AHH! Make it stop! Please make it stop!,dudley dursley,Human,Male,,,,,Letters from No One,1,3,"['ahh', 'make', 'it', 'stop', 'please', 'make', 'it', 'stop']","['ahh', 'make', 'stop', 'please', 'make', 'stop']","[('ahh', 'NNS'), ('make', 'VBP'), ('stop', 'JJ'), ('please', 'NN'), ('make', 'VBP'), ('stop', 'NN')]",(S ahh/NNS make/VBP stop/JJ please/NN make/VBP stop/NN),[],6,[],"{'neg': 0.42, 'neu': 0.398, 'pos': 0.183, 'compound': -0.4545}",-0.4545,0.183,0.42,0.398,0,1,0,[]
73,74,3,8,21,"Go away, ahh!",vernon dursley,Human,Male,,,,,Letters from No One,1,3,"['go', 'away', 'ahh']","['go', 'away', 'ahh']","[('go', 'VB'), ('away', 'RP'), ('ahh', 'NN')]",(S go/VB away/RP ahh/NN),[],3,[],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,0,0,1,[]
74,75,3,8,31,What is it? Please tell me what's happening!,dudley dursley,Human,Male,,,,,Letters from No One,1,3,"['what', 'is', 'it', 'please', 'tell', 'me', 'what', 'happening']","['please', 'tell', 'happening']","[('please', 'VB'), ('tell', 'NN'), ('happening', 'VBG')]",(S please/VB tell/NN happening/VBG),[],3,[],"{'neg': 0.0, 'neu': 0.73, 'pos': 0.27, 'compound': 0.3802}",0.3802,0.27,0.0,0.73,1,0,0,[]
75,76,3,8,21,Give me that! Give me that letter!,vernon dursley,Human,Male,,,,,Letters from No One,1,3,"['give', 'me', 'that', 'give', 'me', 'that', 'letter']","['give', 'give', 'letter']","[('give', 'VB'), ('give', 'JJ'), ('letter', 'NN')]",(S give/VB give/JJ letter/NN),[],3,[],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,0,0,1,[]
76,77,3,8,1,Get off! Ahh!,harry potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,Letters from No One,1,3,"['get', 'off', 'ahh']","['get', 'ahh']","[('get', 'VB'), ('ahh', 'NN')]",(S get/VB ahh/NN),[],2,[],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,0,0,1,[]
77,78,3,8,21,Ahh!,vernon dursley,Human,Male,,,,,Letters from No One,1,3,['ahh'],['ahh'],"[('ahh', 'NN')]",(S ahh/NN),[],1,[],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,0,0,1,[]
78,79,3,8,1,They're my letters! Let go of me!,harry potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,Letters from No One,1,3,"['they', 're', 'my', 'letters', 'let', 'go', 'of', 'me']","['letters', 'let', 'go']","[('letters', 'NNS'), ('let', 'VBP'), ('go', 'VB')]",(S letters/NNS let/VBP go/VB),[],3,[],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,0,0,1,[]
79,80,3,8,21,That's it! We're going away! Far away! Where they can't find us!,vernon dursley,Human,Male,,,,,Letters from No One,1,3,"['that', 'it', 'we', 're', 'going', 'away', 'far', 'away', 'where', 'they', 'can', 'find', 'us']","['going', 'away', 'far', 'away', 'find', 'us']","[('going', 'VBG'), ('away', 'RB'), ('far', 'RB'), ('away', 'RB'), ('find', 'VBP'), ('us', 'PRP')]",(S going/VBG away/RB far/RB away/RB find/VBP us/PRP),[],6,[],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,0,0,1,[]
80,81,3,8,31,"Daddy's gone mad, hasn't he?!",dudley dursley,Human,Male,,,,,Letters from No One,1,3,"['daddy', 'gone', 'mad', 'hasn', 'he']","['daddy', 'gone', 'mad']","[('daddy', 'NN'), ('gone', 'VBN'), ('mad', 'JJ')]",(S daddy/NN gone/VBN mad/JJ),"[('Daddy', 'ORG')]",3,[],"{'neg': 0.466, 'neu': 0.534, 'pos': 0.0, 'compound': -0.5411}",-0.5411,0.0,0.466,0.534,0,1,0,[]
81,82,4,10,1,"Make a wish, Harry.",harry potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,Keeper of the Keys,1,4,"['make', 'wish', 'harry']","['make', 'wish', 'harry']","[('make', 'VB'), ('wish', 'JJ'), ('harry', 'NN')]",(S make/VB wish/JJ harry/NN),"[('Harry', 'PERSON')]",3,[],"{'neg': 0.0, 'neu': 0.426, 'pos': 0.574, 'compound': 0.4019}",0.4019,0.574,0.0,0.426,1,0,0,['harry potter']
82,83,4,10,21,Who's there? Ahh!,vernon dursley,Human,Male,,,,,Keeper of the Keys,1,4,"['who', 'there', 'ahh']",['ahh'],"[('ahh', 'NN')]",(S ahh/NN),[],1,[],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,0,0,1,[]
83,84,4,10,5,Sorry 'bout that.,rubeus hagrid,Half-Human/Half-Giant,Male,Gryffindor,,Oak,,Keeper of the Keys,1,4,"['sorry', 'bout', 'that']","['sorry', 'bout']","[('sorry', 'NN'), ('bout', 'NN')]",(S sorry/NN bout/NN),[],2,[],"{'neg': 0.394, 'neu': 0.606, 'pos': 0.0, 'compound': -0.0772}",-0.0772,0.0,0.394,0.606,0,1,0,[]
84,85,4,10,21,"I demand that you leave at once, sir! You are breaking and entering!",vernon dursley,Human,Male,,,,,Keeper of the Keys,1,4,"['demand', 'that', 'you', 'leave', 'at', 'once', 'sir', 'you', 'are', 'breaking', 'and', 'entering']","['demand', 'leave', 'sir', 'breaking', 'entering']","[('demand', 'NN'), ('leave', 'VBP'), ('sir', 'VBN'), ('breaking', 'VBG'), ('entering', 'VBG')]",(S demand/NN leave/VBP sir/VBN breaking/VBG entering/VBG),[],5,[],"{'neg': 0.247, 'neu': 0.753, 'pos': 0.0, 'compound': -0.3147}",-0.3147,0.0,0.247,0.753,0,1,0,[]
85,86,4,10,5,"Dry up, Dursley, you great prune.  Boy, I haven't seen you since you was a baby, Harry, but you're a bit more along than I would have expected. Particularly 'round the middle!",rubeus hagrid,Half-Human/Half-Giant,Male,Gryffindor,,Oak,,Keeper of the Keys,1,4,"['dry', 'up', 'dursley', 'you', 'great', 'prune', 'boy', 'haven', 'seen', 'you', 'since', 'you', 'was', 'baby', 'harry', 'but', 'you', 're', 'bit', 'more', 'along', 'than', 'would', 'have', 'expected', 'particularly', 'round', 'the', 'middle']","['dry', 'dursley', 'great', 'prune', 'boy', 'seen', 'since', 'baby', 'harry', 'bit', 'along', 'would', 'expected', 'particularly', 'round', 'middle']","[('dry', 'JJ'), ('dursley', 'NN'), ('great', 'JJ'), ('prune', 'NN'), ('boy', 'NN'), ('seen', 'VBN'), ('since', 'IN'), ('baby', 'NN'), ('harry', 'VBP'), ('bit', 'NN'), ('along', 'RB'), ('would', 'MD'), ('expected', 'VBN'), ('particularly', 'RB'), ('round', 'NN'), ('middle', 'NN')]","(S
  dry/JJ
  dursley/NN
  great/JJ
  prune/NN
  boy/NN
  seen/VBN
  since/IN
  baby/NN
  harry/VBP
  bit/NN
  along/RB
  would/MD
  expected/VBN
  particularly/RB
  round/NN
  middle/NN)","[('Dursley', 'PERSON'), ('Harry', 'PERSON')]",16,[],"{'neg': 0.0, 'neu': 0.905, 'pos': 0.095, 'compound': 0.4295}",0.4295,0.095,0.0,0.905,1,0,0,"['harry potter', 'vernon dursley', 'dudley dursley', 'petunia dursley', 'marge dursley', 'boy', 'boy 2']"
86,87,4,10,31,I-I-I'm not Harry.,dudley dursley,Human,Male,,,,,Keeper of the Keys,1,4,"['not', 'harry']",['harry'],"[('harry', 'NN')]",(S harry/NN),"[('Harry', 'PERSON')]",1,[],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,0,0,1,['harry potter']
87,88,4,10,1,I-I am.,harry potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,Keeper of the Keys,1,4,['am'],[],[],(S ),[],0,[],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,0,0,1,[]
88,89,4,10,5,"Oh, well, of course you are! Got something for ya. 'Fraid I might have sat on it at some point! I imagine that it'll taste fine just the same. Ahh. Baked it myself.  Words and all. Heh.",rubeus hagrid,Half-Human/Half-Giant,Male,Gryffindor,,Oak,,Keeper of the Keys,1,4,"['oh', 'well', 'of', 'course', 'you', 'are', 'got', 'something', 'for', 'ya', 'fraid', 'might', 'have', 'sat', 'on', 'it', 'at', 'some', 'point', 'imagine', 'that', 'it', 'll', 'taste', 'fine', 'just', 'the', 'same', 'ahh', 'baked', 'it', 'myself', 'words', 'and', 'all', 'heh']","['oh', 'well', 'course', 'got', 'something', 'ya', 'fraid', 'might', 'sat', 'point', 'imagine', 'taste', 'fine', 'ahh', 'baked', 'words', 'heh']","[('oh', 'RB'), ('well', 'RB'), ('course', 'NN'), ('got', 'VBD'), ('something', 'NN'), ('ya', 'NNS'), ('fraid', 'VBD'), ('might', 'MD'), ('sat', 'VB'), ('point', 'NN'), ('imagine', 'JJ'), ('taste', 'NN'), ('fine', 'JJ'), ('ahh', 'NN'), ('baked', 'VBD'), ('words', 'NNS'), ('heh', 'NN')]","(S
  oh/RB
  well/RB
  course/NN
  got/VBD
  something/NN
  ya/NNS
  fraid/VBD
  might/MD
  sat/VB
  point/NN
  imagine/JJ
  taste/NN
  fine/JJ
  ahh/NN
  baked/VBD
  words/NNS
  heh/NN)",[],17,[],"{'neg': 0.042, 'neu': 0.84, 'pos': 0.118, 'compound': 0.4374}",0.4374,0.118,0.042,0.84,1,0,0,[]
89,90,4,10,1,Thank you!,harry potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,Keeper of the Keys,1,4,"['thank', 'you']",['thank'],"[('thank', 'NN')]",(S thank/NN),[],1,[],"{'neg': 0.0, 'neu': 0.264, 'pos': 0.736, 'compound': 0.4199}",0.4199,0.736,0.0,0.264,1,0,0,[]
